Ref_produit,Categorie,Description,Marque
CR620-003CZ,Laptops,"MSI Classic CR620-003CZ. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-330M, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA 3150. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR620-043XEU,Laptops,"MSI Classic CR620-043XEU. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-330M, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA 3150. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR620-064XHU,Laptops,"MSI Classic CR620-064XHU. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-330M, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® GMA 3150. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR610-029XBL,Laptops,"MSI Megabook CR610-029XBL. Famille de processeur: AMD Athlon, Modèle de processeur: M300, Fréquence du processeur: 2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: DOS gratuit. Poids: 2,48 kg",MSI
CR610-032IT,Laptops,"MSI Megabook CR610-032IT. Famille de processeur: AMD Athlon, Modèle de processeur: M300, Fréquence du processeur: 2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
957-14XXXP-101,Composants de laptop supplémentaires,MSI Battery for VR602. Type: Batterie,MSI
CR610-023NE,Laptops,"MSI Megabook CR610-023NE. Famille de processeur: AMD Athlon, Modèle de processeur: M300, Fréquence du processeur: 2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CX600X-253CZ,Laptops,"MSI Megabook CX600X-253CZ. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T6600, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique distinct: AMD Mobilty Radeon HD 4330. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CX600X-078SK,Laptops,"MSI Megabook CX600X-078SK. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T6600, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique distinct: AMD Mobilty Radeon HD 4330. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CX600X-079HU,Laptops,"MSI Megabook CX600X-079HU. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T6600, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique distinct: AMD Mobilty Radeon HD 4330. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CX600-283XBL,Laptops,"MSI Megabook CX600-283XBL. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T6600, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique distinct: AMD Mobilty Radeon HD 4330. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR610-070XEU,Laptops,"MSI Megabook CR610-070XEU. Famille de processeur: AMD Athlon, Modèle de processeur: M320, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR610-066IT,Laptops,"MSI Megabook CR610-066IT. Famille de processeur: AMD Athlon, Modèle de processeur: M320, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR610-064NE,Laptops,"MSI Megabook CR610-064NE. Famille de processeur: AMD Athlon, Modèle de processeur: M320, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR610-063BE,Laptops,"MSI Megabook CR610-063BE. Famille de processeur: AMD Athlon, Modèle de processeur: M320, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR610-062NL,Laptops,"MSI Megabook CR610-062NL. Famille de processeur: AMD Athlon, Modèle de processeur: M320, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
CR610-052NE,Laptops,"MSI Megabook CR610-052NE. Famille de processeur: AMD Athlon, Modèle de processeur: M320, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,48 kg",MSI
SE7651B/22,Téléphones,"Philips Perfect sound SE7651B/22. Type: Téléphone DECT. Haut-parleur, Capacité du répertoire: 200 entrées. Identification de l'appelant. Couleur du produit: Noir",Philips
160EL1SB/00,Écrans plats de PC,"Philips Moniteur LED 160EL1SB/00. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels, Type HD: HD, Technologie d'affichage: LCD. Écran: LCD. Surface d'affichage: Gloss, Temps de réponse: 8 ms, Format d'image: 16:9, Angle de vision horizontal: 110°, Angle de vision vertical: 85°. Montage VESA. Couleur du produit: Noir",Philips
AE2430/12,Radios portables,"Philips Radio portable AE2430/12. Radio: Portable, Type de tuner: Numérique, Type de bandes supportées: FM, MW. Puissance évaluée de RMS: 1 W. Type d'écran: LCD, Couleur de Backlight: Blanc, Chiffres affichés: 5 chiffres. Casque connection: 3,5 mm. Couleur du produit: Noir, Argent, Commande de volume: Numérique",Philips
SA2RGA02PN/02,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2RGA02PN/02. Capacité totale de stockage: 2 Go. Écran: LCD. Enregistrement vocal. Lecture audio en continu: 22 h. Poids: 30 g. Couleur du produit: Rose,Philips
SA2RGA04S/02,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2RGA04S/02. Type: Lecteur MP3. Capacité totale de stockage: 4 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Commande de volume: Numérique. Enregistrement vocal. Lecture audio en continu: 22 h. Poids: 30 g. Couleur du produit: Argent. Casque audio,Philips
SA2SPK02K/97,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2SPK02K/97. Type: Lecteur MP3. Capacité totale de stockage: 2 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Enregistrement vocal. Lecture audio en continu: 22 h. Poids: 31 g. Couleur du produit: Noir. Casque audio,Philips
SA2RGA04R/97,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2RGA04R/97. Type: Lecteur MP3. Capacité totale de stockage: 4 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Commande de volume: Numérique. Enregistrement vocal. Lecture audio en continu: 22 h. Poids: 30 g. Couleur du produit: Rouge. Casque audio,Philips
SA2VBE04S/97,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2VBE04S/97. Type: Lecteur MP4. Capacité totale de stockage: 4 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Enregistrement vocal. Lecture audio en continu: 24 h. Poids: 38 g. Couleur du produit: Argent. Casque audio,Philips
CTX100SLV/00,Téléphones portables,"Philips Xenium X100. Format: Barre. Capacité de la carte SIM: Double SIM. Taille de l'écran: 4,57 cm (1.8""), Résolution de l'écran: 128 x 160 pixels. WAP: 2.0. Radio FM. Technologie batterie: Lithium-Ion (Li-Ion), Délai d'attente (2G): 800 h. Poids: 52,7 g. Couleur du produit: Argent",Philips
SA2RGA02R/97,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2RGA02R/97. Type: Lecteur MP3. Capacité totale de stockage: 2 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Commande de volume: Numérique. Enregistrement vocal. Lecture audio en continu: 22 h. Poids: 30 g. Couleur du produit: Rouge. Casque audio,Philips
SA2RGA04B/97,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2RGA04B/97. Type: Lecteur MP3. Capacité totale de stockage: 4 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Commande de volume: Numérique. Enregistrement vocal. Lecture audio en continu: 22 h. Poids: 30 g. Casque audio,Philips
SA2SPK04K/97,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2SPK04K/97. Type: Lecteur MP3. Capacité totale de stockage: 4 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Enregistrement vocal. Lecture audio en continu: 22 h. Poids: 31 g. Couleur du produit: Noir. Casque audio,Philips
DS9000/37,Stations d'accueil,"Philips DS9000/37. Canaux de sortie audio: 2.0 canaux, Puissance évaluée de RMS: 100 W, Type d'écouteurs: 2-voies. Compatibilité d'accueil Apple: iPhone, iPhone (1 gen), iPhone 3G, iPhone 3GS, iPhone 4, iPod, iPod Mini 1, iPod Mini 2, iPod Nano.... Couleur du produit: Noir, Marron, Diamètre du woofer: 10,2 cm, Diamètre de haut parleur aigu: 2,54 cm. Type de source d'alimentation: Secteur, Tension d'entrée AC: 100 - 240 V, Fréquence d'entrée AC: 50 - 60 Hz. Câbles inclus: Secteur, Audio (3,5 mm)",Philips
PD703/37,Lecteurs DVD/Blu-Ray portables,"Philips PD703/37. Format: Portable, Couleur du produit: Noir, Blanc, Format des disques de lecture: CD audio, CD vidéo, SVCD. Taille de l'écran: 17,8 cm (7""), Résolution de l'écran: 480 x 234 pixels, Écran: LCD. Résolutions graphiques prises en charge: 480 x 234. Décodeurs audio intégrés: Dolby Digital, Débits du MP3: 32 - 320 Kbit/s, Rapport signal-sur-bruit: 80 dB. Casque connection: 3,5 mm",Philips
PT902/37,Lecteurs DVD/Blu-Ray portables,"Philips PT902/37. Type de bandes supportées: FM. Taille de l'écran: 22,9 cm (9""), Résolution de l'écran: 600 x 220 pixels. Poids: 600 g. Dimensions du colis (LxPxH): 295 x 300 x 60 mm",Philips
32PFL5605D/78,TV,"Philips 32PFL5605D/78. Taille de l'écran: 81,3 cm (32""), Résolution de l'écran: 1920 x 1080 pixels, Luminosité de l'écran: 450 cd/m², Temps de réponse: 2 ms",Philips
SA2ARA04K/55,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2ARA04K/55. Type: Lecteur MP4. Capacité totale de stockage: 4 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Enregistrement vocal. Lecture audio en continu: 45 h. Poids: 91 g. Couleur du produit: Gris. Casque audio,Philips
40PFL5605D/78,TV,"Philips 40PFL5605D/78. Taille de l'écran: 101,6 cm (40""), Résolution de l'écran: 1920 x 1080 pixels, Luminosité de l'écran: 450 cd/m², Temps de réponse: 2 ms",Philips
SA2ARA08K/55,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2ARA08K/55. Type: Lecteur MP4. Capacité totale de stockage: 8 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Enregistrement vocal. Lecture audio en continu: 45 h. Poids: 91 g. Couleur du produit: Gris. Casque audio,Philips
CTX100SLV/40,Téléphones portables,"Philips Xenium X100. Format: Barre. Capacité de la carte SIM: Double SIM. Taille de l'écran: 4,57 cm (1.8""), Résolution de l'écran: 128 x 160 pixels. WAP: 2.0. Radio FM. Technologie batterie: Lithium-Ion (Li-Ion), Délai d'attente (2G): 800 h. Poids: 52,7 g. Couleur du produit: Argent",Philips
CE505XD,Cartouches de toner,"HP 05X pack de 2 toners LaserJet noir grande capacité authentiques. Rendement par page de toner noir: 13000 pages, Couleurs d'impression: Noir, Quantité: 2 pièce(s)",HP
NP-N310-JA01NL,Laptops,"Samsung N310-JA01. Type de produit: Netbook. Famille de processeur: Intel Pentium Mobile, Modèle de processeur: N270, Fréquence du processeur: 1,6 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 1 Go, Type de mémoire interne: DDR2-SDRAM. Système d'exploitation installé: Windows 7 Starter. Couleur du produit: Noir. Poids: 1,23 kg",Samsung
NP-R580-JS05NL,Laptops,"Samsung R R580-JS05. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-520M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 640 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® GT 330M. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir, Rouge. Poids: 2,6 kg",Samsung
VFY:T4310MF012DK,Laptops,"Fujitsu LIFEBOOK T4310. Type de produit: Hybride (2-en-1), Format: Convertible (Pivotant). Famille de processeur: Intel® Pentium® double cœur, Modèle de processeur: T4400, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels, Écran tactile. Mémoire interne: 4 Go. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows 7 Home Premium. Poids: 1,8 kg",Fujitsu
ISL3ALBK,Haut-parleurs,EIZO i-Sound L3. Canaux de sortie audio: 2.0 canaux. Gamme de fréquence: 200 - 20000 Hz. Couleur du produit: Noir,EIZO
VFY:Q1510PF012DK,PC/postes de travail,"Fujitsu ESPRIMO Q1510. Fréquence du processeur: 2,13 GHz, Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-330M. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur de cartes mémoires intégré. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Home Premium. Type de châssis: Petit ordinateur de bureau. Type de produit: PC. Poids: 1,4 kg. Couleur du produit: Noir, Gris",Fujitsu
SLE3301FN/10,Sacoches d'ordinateurs portables,"Philips Pochette pour Macbook SLE3301FN/10. Type d'étui: Housse, Taille maximale de l’écran: 33,8 cm (13.3""), matériel intérieur: Suédine. Poids: 396 g. Coloration de surface: Motif",Philips
SWV2957W/10,Câbles coaxiaux,"Philips SWV2957W/10. Genre de connecteur 1: Mâle, Genre de connecteur 2: Femelle, Contacts du connecteur de placage: Cuivre. Quantité: 1 pièce(s), Largeur du colis: 94 mm, Profondeur du colis: 25 mm",Philips
SA2VBE08R/02,Lecteurs et enregistreurs MP3/MP4,Philips GoGear SA2VBE08R/02. Type: Lecteur MP4. Capacité totale de stockage: 8 Go. Écran: LCD. Interface: USB 2.0. Radio FM. Enregistrement vocal. Lecture audio en continu: 24 h. Poids: 38 g. Couleur du produit: Rouge. Casque audio,Philips
