Ref_produit,Categorie,Description,Marque
KVR667D2Q8F5/4GHE,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2Q8F5/4GHE. Mémoire interne: 4 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
90NYVA214J1363VL331,Laptops,"ASUS N71JV-TY046V. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-350M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 43,9 cm (17.3""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 640 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® GT 325M. Système d'exploitation installé: Windows 7 Home Premium. Poids: 3,2 kg",ASUS
90NYKA934J1426VL131,Laptops,"ASUS N61JV-JX002V. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-430M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® GT 325M. Système d'exploitation installé: Windows 7 Home Premium. Poids: 2,8 kg",ASUS
90-XB0POABT00000Q,Composants de laptop supplémentaires,"ASUS 6-cell 4400 mAh Li-Ion. Type: Batterie, Compatibilité de marque: Asus",ASUS
90-XB0J00SL00030,Sacoches d'ordinateurs portables,"ASUS Index KR edition. Type d'étui: Housse, Taille maximale de l’écran: 25,4 cm (10""). Poids: 155 g",ASUS
4206B009,Imprimantes multifonctions,"Canon PIXMA MX870. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 9600 x 2400 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 6,1 ppm. Copier: Copie couleur. Numérisation: Numérisation couleur. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi. Impression directe",Canon
4204B009,Imprimantes multifonctions,"Canon imageCLASS MX340. Technologie d'impression: Laser, Impression: Impression couleur, Résolution maximale: 4800 x 1200 DPI. Copier: Copie couleur. Numérisation: Numérisation couleur. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi. Impression directe",Canon
4205B009,Imprimantes multifonctions,"Canon PIXMA MX350. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 4800 x 1200 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 4,8 ppm. Copier: Copie couleur. Numérisation: Numérisation couleur. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi. Impression directe",Canon
90NYZA310J1918VL131,Laptops,"ASUS K70ID-TY007V. Famille de processeur: Intel® Pentium® double cœur, Modèle de processeur: T4400, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 43,9 cm (17.3""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique distinct: NVIDIA GeForce 320M. Système d'exploitation installé: Windows 7 Home Premium. Poids: 3,3 kg",ASUS
KVR400D2S4R3/2GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR400D2S4R3/2GEF. Mémoire interne: 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 400 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 3, ECC",Kingston Technology
4206B010,Imprimantes multifonctions,"Canon PIXMA MX870. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 9600 x 2400 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 6,1 ppm. Copier: Copie couleur. Numérisation: Numérisation couleur. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi. Impression directe",Canon
KVR800D2S4P6/2GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR800D2S4P6/2GEF. Mémoire interne: 2 Go, Disposition de la mémoire (modules x dimensions): 1 x 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 800 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 6, ECC",Kingston Technology
KVR800D2D4P6/4GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR800D2D4P6/4GEF. Mémoire interne: 4 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 800 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 6, ECC",Kingston Technology
KVR800D2D4F5/4GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR800D2D4F5/4GEF. Mémoire interne: 4 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 800 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR667D2S8F5/1GHE,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2S8F5/1GHE. Mémoire interne: 1 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR800D2D8F5/2GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR800D2D8F5/2GEF. Mémoire interne: 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 800 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR667D2S4P5/2GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2S4P5/2GEF. Mémoire interne: 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR667D2D4F5/4GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2D4F5/4GEF. Mémoire interne: 4 Go, Type de mémoire interne: DDR, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR667D2D8P5/2GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2D8P5/2GEF. Mémoire interne: 2 Go, Disposition de la mémoire (modules x dimensions): 1 x 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 8, ECC",Kingston Technology
KVR667D2D8P5/2GHE,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2D8P5/2GHE. Mémoire interne: 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR667D2D4P5/4GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2D4P5/4GEF. Mémoire interne: 4 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR667D2D8F5/2GEF,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2D8F5/2GEF. Mémoire interne: 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR667D2D8F5/2GHE,Modules de mémoire,"Kingston Technology ValueRAM KVR667D2D8F5/2GHE. Mémoire interne: 2 Go, Disposition de la mémoire (modules x dimensions): 1 x 2 Go, Type de mémoire interne: DDR2, Fréquence de la mémoire: 667 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 5, ECC",Kingston Technology
KVR1333D3S4R9S/2GEA,Modules de mémoire,"Kingston Technology ValueRAM KVR1333D3S4R9S/2GEA. Mémoire interne: 2 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1333 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 9, ECC",Kingston Technology
KVR1333D3S8R9S/1GHT,Modules de mémoire,"Kingston Technology ValueRAM KVR1333D3S8R9S/1GHT. Mémoire interne: 1 Go, Disposition de la mémoire (modules x dimensions): 1 x 1 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1333 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 9, ECC",Kingston Technology
KVR1333D3D8R9S/4GHA,Modules de mémoire,"Kingston Technology ValueRAM KVR1333D3D8R9S/4GHA. Mémoire interne: 4 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1333 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 9, ECC",Kingston Technology
KVR1333D3D8R9S/2GHT,Modules de mémoire,"Kingston Technology ValueRAM KVR1333D3D8R9S/2GHT. Mémoire interne: 2 Go, Disposition de la mémoire (modules x dimensions): 1 x 2 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1333 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 9, ECC",Kingston Technology
KVR1333D3D4R9S/8GHA,Modules de mémoire,"Kingston Technology ValueRAM KVR1333D3D4R9S/8GHA. Mémoire interne: 8 Go, Disposition de la mémoire (modules x dimensions): 1 x 8 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1333 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 9, ECC",Kingston Technology
KVR1333D3D4R9S/4GEA,Modules de mémoire,"Kingston Technology ValueRAM KVR1333D3D4R9S/4GEA. Mémoire interne: 4 Go, Type de mémoire interne: DDR3, Fréquence de la mémoire: 1333 MHz, Support de mémoire: 240-pin DIMM, Latence CAS: 9, ECC",Kingston Technology
EZ-DLENS001,Non classé,Samsung D-XENON 18-55,Samsung
HDR-CX550VE,Caméscopes numériques,"Sony HDR-CX550VE. Total des megapixels: 12 MP, Type de capteur: CMOS, Taille du capteur optique: 25,4 / 2,9 mm (1 / 2.9""). Zoom optique: 10x, Zoom numérique: 120x, Longueur focale: 3.8 - 38 mm. Capacité de stockage interne: 64 Go. Vitesse d'obturation de l'appareil photo: 1/6 - 1/10000 s. Taille de l'écran: 8,89 cm (3.5""), Écran: LCD",Sony
DSC-W380P,Appareils photos numériques,"Sony DSC-W380. Type d'appareil photo: Appareil-photo compact, Mégapixel: 14,1 MP, Taille du capteur d'image: 1/2.3"", Type de capteur: CCD (dispositif à transfert de charge), Résolution d'image maximale: 4320 x 3240 pixels. Zoom optique: 5x, Zoom numérique: 10x, Longueur focale: 4.25 - 21.3 mm. Type HD: HD, Résolution vidéo maximale: 1280 x 720 pixels. Taille de l'écran: 6,86 cm (2.7""). Mémoire interne: 45 Mo. PictBridge. Poids: 108 g. Couleur du produit: Rouge",Sony
LS20PUZKF,Écrans plats de PC,"Samsung B2030. Taille de l'écran: 50,8 cm (20""), Résolution de l'écran: 1600 x 900 pixels, Temps de réponse: 5 ms, Format d'image: 16:9, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Couleur du produit: Noir",Samsung
PRS3SCREENPRO.EU,Accessoires de lecteur de livres électroniques,"Sony PRS-3SCREENPRO. Compatibilité: PRS-300. Largeur: 76 mm, Hauteur: 101,5 mm",Sony
WIND TOP AE2020M-EU_W01,Pcs tout en un/stations de travail,"MSI Wind Top AE2020. Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Fréquence du processeur: 2,1 GHz. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® 9300. Appareil photo intégré. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir",MSI
F2223AA#ABH,Calculatrices,HP 39gs Graphing Calculator,HP
AT-EXRP-30N-00,Points d'accès réseaux locaux sans fil,"Allied Telesis EXRP-30n. Débit de transfert des données maximum: 54 Mbit/s, Bande de fréquence: 2.4, 5 GHz, Quantité de canaux: 3 canaux. Certification: UL 60950-1 EN 60950-1 IEC 60950-1 ANATEL Resolution 238/442/506 FCC Part 15 class B/C/E EN 301 489.... Type d'antenne: Interne, Niveau de gain de l'antenne (max): 20 dBi. Dimensions (LxPxH): 195 x 45 x 125 mm, Poids: 420 g. Débit de transfert de données: 6, 9, 12, 18, 24, 36, 48, 54 Mbps, Conformité aux standards industriels: IEEE 802.11n/b/g/a, Technologie sans fil: 802.11n/b/g/a",Allied Telesis
4205B010,Imprimantes multifonctions,"Canon PIXMA MX350. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 4800 x 1200 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 4,8 ppm. Copier: Copie couleur. Numérisation: Numérisation couleur. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi. Impression directe",Canon
THZ008EU,Housses de disques de stockage,"Targus Mini Hard Disk Drive Skin. Matériel: Néoprène, Couleur du produit: Noir, Rouge. Largeur: 165 mm, Profondeur: 12 mm, Hauteur: 113 mm",Targus
HD7860/17,Machines à café,"Philips Senseo HD7860/17. Type de produit: Cafetière, Capacité du réservoir d'eau: 1,2 L, Type d'entrée à café: Dosette de café, Capacité en tasses: 8 tasses. Puissance: 1450 W",Philips
TS-RX4.0TL/R5-E,Serveurs de stockage,"Buffalo TS-RX TeraStation III Rackmount. Capacité du lecteur de stockage: 1 To, D'interface pour unité de stockage: SATA, Capacité de stockage maximum prise en charge: 4 To. Conformité aux standards industriels: IEEE802.3ab/IEEE802.3u/IEEE802.3, Protocoles réseau pris en charge: SMB/CIFS, AFP, FTP/FTPS, SFTP, HTTP/HTTPS, NFS, TCP/IP, Débit de transfert des données maximum: 1000 Mbit/s. Type de châssis: Rack (1 U). Protocoles de gestion: HTTP, HTTPS. Poids: 12 kg",Buffalo
TS-XE4.0TL/R5-E,Serveurs de stockage,"Buffalo TeraStation ES - 4TB. Capacité totale du stockage installé: 4 To, Capacité du lecteur de stockage: 1 To, D'interface pour unité de stockage: SATA. Conformité aux standards industriels: IEEE802.3ab/IEEE802.3u/IEEE802.3, Protocoles réseau pris en charge: SMB/CIFS, AFP, FTP/FTPS, SFTP, HTTP/HTTPS, NFS, TCP/IP, NTP, Débit de transfert des données maximum: 1000 Mbit/s. Type de châssis: Bureau. Consommation électrique typique: 86 W. Poids: 8 kg",Buffalo
TS-XE6.0TL/R5-E,Serveurs de stockage,"Buffalo TeraStation ES - 6TB. Capacité totale du stockage installé: 6 To, Capacité du lecteur de stockage: 1,5 To, D'interface pour unité de stockage: SATA. Conformité aux standards industriels: IEEE802.3ab/IEEE802.3u/IEEE802.3, Protocoles réseau pris en charge: SMB/CIFS, AFP, FTP/FTPS, SFTP, HTTP/HTTPS, NFS, TCP/IP, NTP, Débit de transfert des données maximum: 1000 Mbit/s. Type de châssis: Bureau. Protocoles de gestion: HTTP, HTTPS. Consommation électrique typique: 86 W",Buffalo
SEITW395PNK,Téléphones portables,"Sony W395. Format: Glissière. Taille de l'écran: 5,08 cm (2""), Résolution de l'écran: 176 x 220 pixels. WAP, Wifi. Bluetooth. Radio FM. Délai d'attente (2G): 480 h. Poids: 96 g. Couleur du produit: Rose",Sony
C08-095,Récepteurs AV,Conceptronic USB 2.0 Digital TV Receiver,Conceptronic
VFY:P9900PF011IT,PC/postes de travail,"Fujitsu ESPRIMO P9900. Fréquence du processeur: 3,33 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-660. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Type de produit: PC. Couleur du produit: Noir",Fujitsu
33700555,Fours,"Candy FPP 502/1 X. Type de four: Four électrique, La capacité totale de l'intérieur du four (s): 55 L. Couleur du produit: Acier inoxydable, Type de commande: Rotatif. Type de minuterie: Numérique. Classe d'efficacité énergétique: A. Consommation d'énergie: 2,1 kWh",Candy
36900220,Hottes,"Candy CE 61 X. Puissance d'extraction maximum: 171 m³/h, Type d'extraction: Conduit, Classe d'efficacité dynamique du fluide: G. Type: Encastrée, Couleur du produit: Acier inoxydable, Matériau du boîtier/corps: Acier inoxydable. Type de filtre à graisse: Métal, Nombre de filtres: 1 pièce(s). Puissance de l'ampoule: 40 W, Type d'ampoule: Halogène. Classe d'efficacité énergétique: E, Consommation annuelle d'énergie: 80,1 kWh, Puissance du moteur: 110 W",Candy
NT7FMSP,Laptops,"Lenovo ThinkPad T410. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-430M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1440 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA Quadro HD 6310. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,27 kg",Lenovo
NTF5KSP,Laptops,"Lenovo ThinkPad T510. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-430M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD±RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Génération de réseau mobile: 3G. Modèle d'adaptateur graphique distinct: NVIDIA Quadro HD 6310. Système d'exploitation installé: Windows 7 Professional. Poids: 2,67 kg",Lenovo
KDL32BX300AEP,TV,"Sony KDL32BX300. Taille de l'écran: 81,3 cm (32""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Technologie d'affichage: LCD, Format d'image: 16:9. Couleur du produit: Noir",Sony
FPMA-D700D,Supports d'écrans,"Neomounts support moniteur de bureau. Montage: Pince, Capacité de charge maximale: 8 kg, Taille minimale de l'écran: 48,3 cm (19""), Taille maximale de l’écran: 76,2 cm (30""), Compatibilité interface de montage (min): 75 x 75 mm, Compatibilité interface de montage (max): 100 x 100 mm. Réglage de la hauteur, Angle d'inclinaison: 0 - 180°. Couleur du produit: Noir",Neomounts
FPMA-D700D4,Supports d'écrans,"Neomounts support moniteur de bureau. Montage: Pince, Capacité de charge maximale: 8 kg, Taille minimale de l'écran: 48,3 cm (19""), Taille maximale de l’écran: 76,2 cm (30""), Compatibilité interface de montage (min): 75 x 75 mm, Compatibilité interface de montage (max): 100 x 100 mm. Réglage de la hauteur, Angle d'inclinaison: 0 - 180°. Couleur du produit: Noir",Neomounts
FPMA-D700DD4,Supports d'écrans,"Neomounts support moniteur de bureau. Capacité de charge maximale: 8 kg, Taille minimale de l'écran: 48,3 cm (19""), Taille maximale de l’écran: 76,2 cm (30""), Compatibilité interface de montage (min): 75 x 75 mm, Compatibilité interface de montage (max): 100 x 100 mm. Réglage de la hauteur, Angle d'inclinaison: 0 - 180°. Couleur du produit: Noir",Neomounts
2853B002,Kits d'imprimantes et scanners,"Canon U1. Technologie d'impression: Laser, Compatibilité: iR2520, 2525, 2530, 2545",Canon
2847B001,Bacs d'alimentations,"Canon 2847B001AA. Compatibilité: imageRUNNER 2520 imageRUNNER 2520i, Capacité maximale: 550 feuilles, Poids de support pris en charge: 64 - 90 g/m². Types de supports acceptés: A3, A4, A5. Poids: 12,8 kg. Dimensions (LxPxH): 565 x 680 x 97 mm, Taille maximum du support (personnalisée): 139.7 - 297mm x 182 - 432mm",Canon
4573B001,Meubles d'imprimante,"Canon 4573B001AA. Couleur du produit: Blanc, Compatibilité: imageRUNNER2500",Canon
3912B002,Kits d'imprimantes et scanners,Canon 3912B002AA. Compatibilité: 25XX / 25XX I,Canon
CGNX-GS842LC1,Cartes graphiques,"CLUB3D 8400GS PCI-E x1 Edition. Processeur graphique famille: NVIDIA, Processeur graphique: GeForce 8400 GS, Fréquence du processeur: 567 MHz. Type de mémoire de l'adaptateur graphique: GDDR2, Mémoire Bus: 64 bit, Fréquence de la mémoire: 666 MHz. Résolution maximale: 2560 x 1600 pixels. Version DirectX: 10, DVI dual-link. Type d'interface: PCI Express x1. Type de refroidissement: Actif",CLUB3D
0581497,Bouilloires,"Petra WK 186.00. Capacité du réservoir d'eau: 1 L. Puissance: 1800 W. Couleur du produit: Blanc, Indicateur de niveau d'eau. Sans fil",Petra
LCSCSWS.6AE,Étuis et housses d’appareils photo,"Sony LCS-CSW. Type d'étui: Boîtier compact, Compatibilité de marque: Sony, Compatibilité: DSC-WX1, DSC-W390, DSC-W380, DSC-W360, DSC-W350, DSC-W330, DSC-W320, DSC-W310, DSC-W300, DSC-W290,..., Couleur du produit: Argent",Sony
LCSCSUR.6AE,Étuis et housses d’appareils photo,"Sony LCS-CSU/R. Compatibilité: DSC-WX1, DSC-W390, DSC-W380, DSC-W360, DSC-W350, DSC-W330, DSC-W320, DSC-W310, DSC-W300, DSC-W290,..., Couleur du produit: Rouge",Sony
LCSCSUL.6AE,Étuis et housses d’appareils photo,"Sony LCS-CSU. Compatibilité: DSC-WX1, DSC-W390, DSC-W380, DSC-W360, DSC-W350, DSC-W330, DSC-W320, DSC-W310, DSC-W300, DSC-W290,..., Couleur du produit: Bleu",Sony
LCSCSVEW,Étuis et housses d’appareils photo,"Sony LCS-CSVE. Compatibilité: DSC-WX1 DSC-W380 DSC-W350 DSC-W320 DSC-W310 DSC-W215 DSC-W210 DSC-W190 DSC-W180 DSC-TX7 DSC-TX5..., Couleur du produit: Blanc",Sony
LCSCSUB.6AE,Étuis et housses d’appareils photo,"Sony LCS-CSU/B. Compatibilité: DSC-WX1, DSC-W390, DSC-W380, DSC-W360, DSC-W350, DSC-W330, DSC-W320, DSC-W310, DSC-W300, DSC-W290,..., Couleur du produit: Noir",Sony
LCSCSVEC,Étuis et housses d’appareils photo,"Sony LCS-CSVE. Compatibilité: DSC-WX1 DSC-W380 DSC-W350 DSC-W320 DSC-W310 DSC-W215 DSC-W210 DSC-W190 DSC-W180 DSC-TX7 DSC-TX5..., Couleur du produit: Crème",Sony
LCSCSVER,Étuis et housses d’appareils photo,"Sony LCS-CSVE. Compatibilité: DSC-WX1 DSC-W380 DSC-W350 DSC-W320 DSC-W310 DSC-W215 DSC-W210 DSC-W190 DSC-W180 DSC-TX7 DSC-TX5..., Couleur du produit: Rouge",Sony
LCSCSVDT,Étuis et housses d’appareils photo,"Sony LCS-CSVD. Compatibilité: DSC-T, DSC-W, Couleur du produit: Marron",Sony
LCSCSVDL,Étuis et housses d’appareils photo,"Sony LCS-CSVD. Compatibilité: DSC-T, DSC-W, Couleur du produit: Bleu",Sony
NUA22GE,Laptops,"Lenovo ThinkPad T410. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-520M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD±RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 2,27 kg",Lenovo
NSL7QGESET,Laptops,"Lenovo ThinkPad SL510 + PHP 1Yr CCR to 3Yr OSR NBD. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T6570, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go. Modèle d'adaptateur graphique distinct: Intel® GMA 4500MHD. Système d'exploitation installé: Windows 7 Home Premium. Poids: 2,56 kg",Lenovo
GT-B3410TIA,Smartphones,"Samsung B3410 Star. Taille de l'écran: 6,6 cm (2.6""), Résolution de l'écran: 320 x 240 pixels. Type de caméra arrière: Caméra unique. Capacité de la carte SIM: SIM unique. Capacité de la batterie: 960 mAh. Couleur du produit: Rose. Poids: 113,7 g",Samsung
HH281HP,Écrans plats de PC,"Hannspree Hanns.G HH281HPB. Taille de l'écran: 69,8 cm (27.5""), Résolution de l'écran: 1920 x 1200 pixels, Temps de réponse: 3 ms, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Couleur du produit: Beige",Hannspree
NSL7QGE,Laptops,"Lenovo ThinkPad SL510. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T6570, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go. Modèle d'adaptateur graphique distinct: Intel® GMA 4500MHD. Système d'exploitation installé: Windows 7 Home Premium. Poids: 2,56 kg",Lenovo
90-I00ANA000,Antennes,"ASUS WL-ANT150. Niveau de gain de l'antenne (max): 5 dBi, Bande de fréquence: 2.4 GHz, Impédance: 50 Ohm. Type d'antenne: Antenne omni-directionnelle, Type de connecteur Antenne: RP-SMA, Polarisation: Polarisation verticale. Largeur: 60 mm, Profondeur: 70 mm, Hauteur: 172 mm",ASUS
90-IG0Y002W10-0PD0,Cartes réseau,"ASUS USB-BT211. Technologie de connectivité: Sans fil, Interface de l'hôte: USB. Débit de transfert des données maximum: 3 Mbit/s, Bande Wi-Fi: Monobande (2,4 GHz). Couleur du produit: Blanc",ASUS
4206B008,Imprimantes multifonctions,"Canon PIXMA MX870. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 9600 x 2400 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 6,1 ppm. Copier: Copie couleur. Numérisation: Numérisation couleur. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi. Impression directe",Canon
4204B008,Imprimantes multifonctions,"Canon PIXMA MX340. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 4800 x 1200 DPI. Copier: Copie couleur. Numérisation: Numérisation couleur, Résolution de numérisation optique: 600 x 600 DPI. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi. Impression directe",Canon
350-10612-1Y4H,Boîtiers de disques,"DELL EqualLogic PS6000X. Poids: 74,8 kg",DELL
90-C1CNXO-L0UANABZ,Cartes graphiques,"ASUS EAH5450/DI/1GD3(LP). Processeur graphique famille: AMD, Fréquence du processeur: 650 MHz. Mémoire carte graphique distincte: 1 Go, Type de mémoire de l'adaptateur graphique: GDDR3, Mémoire Bus: 64 bit, Fréquence de la mémoire: 800 MHz. Résolution maximale: 2560 x 1600 pixels. Version DirectX: 11, Version OpenGL: 3.2. Type d'interface: PCI Express 2.1. Type de refroidissement: Actif",ASUS
3920B018,Imprimantes multifonctions,"Canon i-SENSYS MF5880dn. Technologie d'impression: Laser, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A4",Canon
3920B014,Imprimantes multifonctions,"Canon i-SENSYS MF5840dn. Technologie d'impression: Laser, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur, Résolution de numérisation optique: 600 x 600 DPI. Taille de papier de série A ISO maximum: A4",Canon
