Ref_produit,Categorie,Description,Marque
3927B002,Kits d'imprimantes et scanners,Canon A45. Compatibilité: LBP6750dn,Canon
3927B003,Kits d'imprimantes et scanners,Canon Barcode A45. Compatibilité: LBP6750dn,Canon
4096B008,Imprimantes laser,"Canon i-SENSYS LBP6750dn. Technologie d'impression: Laser. Cycle de service (Maximum): 100000 pages par mois. Résolution maximale: 2400 x 600 DPI. Taille de papier de série A ISO maximum: A4. Vitesse d'impression (noir, qualité normale, A4/US Letter): 40 ppm, Impression recto-verso. Réseau prêt à l'usage",Canon
4098B001,Bacs d'alimentations,"Canon PF45. Compatibilité: Canon LBP6750DN, Capacité maximale: 500 feuilles",Canon
4286B010,Imprimantes laser,"Canon Laser Shot LBP6000. Cycle de service (Maximum): 5000 pages par mois. Résolution maximale: 2400 x 600 DPI. Taille de papier de série A ISO maximum: A4. Vitesse d'impression (noir, qualité normale, A4/US Letter): 18 ppm",Canon
4509B074,Imprimantes multifonctions,"Canon i-SENSYS MF4410. Technologie d'impression: Laser, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur, Résolution de numérisation optique: 600 x 600 DPI. Taille de papier de série A ISO maximum: A4",Canon
4509B078,Imprimantes multifonctions,"Canon i-SENSYS MF4430DN. Technologie d'impression: Laser, Impression: Impression mono, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur, Résolution de numérisation optique: 600 x 600 DPI. Taille de papier de série A ISO maximum: A4",Canon
4509B088,Imprimantes multifonctions,"Canon i-SENSYS MF4450. Technologie d'impression: Laser, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur, Résolution de numérisation optique: 600 x 600 DPI. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A4",Canon
4509B098,Imprimantes multifonctions,"Canon i-SENSYS MF4580dn. Technologie d'impression: Laser, Impression: Impression mono, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur, Résolution de numérisation optique: 600 x 600 DPI. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A4",Canon
4509B118,Imprimantes multifonctions,"Canon i-SENSYS MF4550d. Technologie d'impression: Laser, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation mono, Résolution de numérisation optique: 600 x 600 DPI. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A4",Canon
4514B008,Imprimantes laser,"Canon i-SENSYS LBP6200d. Technologie d'impression: Laser. Nombre de cartouches d'impression: 1, Cycle de service (Maximum): 8000 pages par mois. Résolution maximale: 2400 x 600 DPI. Taille de papier de série A ISO maximum: A4. Vitesse d'impression (noir, qualité normale, A4/US Letter): 25 ppm. Couleur du produit: Gris, Blanc",Canon
599572-041,Composants de laptop supplémentaires,HP 599572-041. Language du clavier: Allemand,HP
GT-P1000CWAATO,Tablettes,"Samsung Galaxy Tab P1000. Taille de l'écran: 17,8 cm (7""), Résolution de l'écran: 1024 x 600 pixels. Fréquence du processeur: 1 GHz. Poids: 380 g. Couleur du produit: Noir, Blanc",Samsung
NU847GE,Laptops,"Lenovo ThinkPad X201 Tablet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-520UM, Fréquence du processeur: 1,07 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels, Écran tactile. Mémoire interne: 2 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 1,8 kg",Lenovo
NU892GE,Laptops,"Lenovo ThinkPad X201 Tablet. Type de produit: Hybride (2-en-1), Format: Convertible (Pivotant). Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-640LM, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels, Écran tactile. Mémoire interne: 2 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 1,8 kg",Lenovo
NU992GE,Laptops,"Lenovo ThinkPad X201 Tablet. Type de produit: Hybride (2-en-1), Format: Convertible (Pivotant). Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-640LM, Fréquence du processeur: 2,13 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels, Écran tactile. Mémoire interne: 2 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 1,8 kg",Lenovo
0115242G,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,4 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5530. Mémoire interne: 6 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
0115243G,PC/postes de travail,"HP Z800. Fréquence du processeur: 2,4 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5530. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
0115244G,PC/postes de travail,"HP Z800. Fréquence du processeur: 2,8 GHz, Famille de processeur: Intel® Xeon®. Mémoire interne: 24 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 446 Go, Lecteur optique: DVD Super Multi. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
NTH5KMB,Laptops,"Lenovo ThinkPad T510. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T9550, Fréquence du processeur: 2,66 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,67 kg",Lenovo
0115560G,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,4 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5530. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
64966,Écrans plats de PC,"AG Neovo U-17. Taille de l'écran: 43,2 cm (17""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 3 ms, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Version du concentrateur USB: 2.0. Couleur du produit: Noir",AG Neovo
0115562G,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
ST9320325AS-01,Disques durs,"Seagate Momentus 5400.6 320-GB. Capacité disque dur: 320 Go, Vitesse de rotation du disque dur: 5400 tr/min",Seagate
ST2410-01,Écrans plats de PC,"DELL ST2410. Taille de l'écran: 61 cm (24""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Temps de réponse: 5 ms, Format d'image: 16:9, Angle de vision horizontal: 160°, Angle de vision vertical: 160°. Couleur du produit: Noir",DELL
BEAMER-C100S,Accessoires de projecteur,Neomounts BEAMER-C100SILVER,Neomounts
S1901SH-BK,Écrans plats de PC,"EIZO S1901SH. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 6 ms, Format d'image: 5:4, Angle de vision horizontal: 170°, Angle de vision vertical: 170°. Couleur du produit: Noir",EIZO
36823,Écrans plats de PC,"EIZO S1921SE. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 20 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Couleur du produit: Gris",EIZO
34272,Écrans plats de PC,"EIZO S1921. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 20 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Haut-parleurs intégrés. Couleur du produit: Gris",EIZO
34806,Écrans plats de PC,"EIZO S1701S. Taille de l'écran: 43,2 cm (17""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 5 ms, Angle de vision horizontal: 160°, Angle de vision vertical: 160°. Haut-parleurs intégrés. Couleur du produit: Gris",EIZO
34273,Écrans plats de PC,"EIZO S1921S. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 20 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Haut-parleurs intégrés. Couleur du produit: Noir",EIZO
36824,Écrans plats de PC,"EIZO S1921S. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 20 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Couleur du produit: Noir",EIZO
49875,Affichages de messages,"AG Neovo X-W22. Taille de l'écran: 55,9 cm (22""), Résolution de l'écran: 1680 x 1050 pixels, Luminosité de l'écran: 300 cd/m², Type HD: WSXGA+. Couleur du produit: Noir",AG Neovo
31PHIPFA546,Cartouches d'encre,"Philips PFA 546/ Crystal Ink 46. Type d’encre de couleur: Encre à pigments, Couleurs d'impression: Cyan, Magenta, Jaune",Philips
29953,Écrans plats de PC,"AG Neovo X-17. Taille de l'écran: 43,2 cm (17""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 3 ms, Angle de vision horizontal: 160°, Angle de vision vertical: 160°. Couleur du produit: Noir",AG Neovo
29643,Écrans plats de PC,"AG Neovo X-17. Taille de l'écran: 43,2 cm (17""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 3 ms, Angle de vision horizontal: 160°, Angle de vision vertical: 160°. Couleur du produit: Blanc",AG Neovo
29845,Écrans plats de PC,"AG Neovo X-19. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 3 ms, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Couleur du produit: Noir",AG Neovo
29644,Écrans plats de PC,"AG Neovo X-19. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 3 ms, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Couleur du produit: Blanc",AG Neovo
0115237G,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
60310,Écrans plats de PC,"EIZO S2232W. Taille de l'écran: 55,9 cm (22""), Résolution de l'écran: 1680 x 1050 pixels, Temps de réponse: 6 ms, Format d'image: 16:10, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Version du concentrateur USB: 2.0. Couleur du produit: Gris",EIZO
60311,Écrans plats de PC,"EIZO S2232W. Taille de l'écran: 55,9 cm (22""), Résolution de l'écran: 1680 x 1050 pixels, Temps de réponse: 12 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Version du concentrateur USB: 2.0. Couleur du produit: Noir",EIZO
HA110A1#15H,Services de support IT,HP 1y SupportPlus MS ProLiant ML350 SVC,HP
0115629Z,PC/postes de travail,"HP Z800. Fréquence du processeur: 2,66 GHz, Famille de processeur: Intel® Xeon®. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
0115336Z,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
0115596Z,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
0115555G,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
0115453G,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
0115589G,PC/postes de travail,"HP Z800. Fréquence du processeur: 2,4 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5530. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
0115238G,PC/postes de travail,"HP Z800. Fréquence du processeur: 2,53 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5540. Mémoire interne: 6 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
0115451G,PC/postes de travail,"HP Z800. Fréquence du processeur: 2 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5504. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
0115452G,PC/postes de travail,"HP Z800. Fréquence du processeur: 2,6 GHz, Famille de processeur: Intel® Xeon®. Mémoire interne: 6 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
0115372Z,PC/postes de travail,"HP Z800. Fréquence du processeur: 2,53 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5540. Mémoire interne: 6 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 29 kg",HP
37KYO0IU81,Kits d'imprimantes et scanners,"KYOCERA IU81. Compatibilité: Kyocera FS5900C. Nombre approximatif de pages imprimées (A4, couleur), environ: 15000 pages",KYOCERA
885102,Cartouches de toner,"Ricoh 885102. Couleurs d'impression: Noir, Quantité: 1 pièce(s)",Ricoh
0115561G,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
62002,Écrans plats de PC,"EIZO FX2431. Taille de l'écran: 61,2 cm (24.1""), Résolution de l'écran: 1920 x 1200 pixels, Temps de réponse: 6 ms, Format d'image: 16:10, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Version du concentrateur USB: 2.0. Couleur du produit: Gris",EIZO
33980,Commutateurs réseaux,"NETGEAR FS116GE. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 16. Full duplex. Répertoire MAC: 8000 entrées. Standards réseau: IEEE 802.3i, IEEE 802.3u, IEEE 802.3x",NETGEAR
65341,Écrans plats de PC,"EIZO EV2313W. Taille de l'écran: 58,4 cm (23""), Résolution de l'écran: 1920 x 1080 pixels, Temps de réponse: 4 ms, Format d'image: 16:9, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Couleur du produit: Gris",EIZO
E190S-01,Écrans plats de PC,"DELL E190S. Taille de l'écran: 48,3 cm (19""), Résolution de l'écran: 1280 x 1024 pixels, Temps de réponse: 5 ms, Format d'image: 4:3, Angle de vision horizontal: 160°, Angle de vision vertical: 160°. Couleur du produit: Noir",DELL
34KYO0DV20,Kits d'imprimantes et scanners,"KYOCERA DV20. Systèmes d'exploitation compatibles: Kyocera FS1700, 1750, 3700, 3750",KYOCERA
63340,Écrans plats de PC,"EIZO CG243W. Taille de l'écran: 61,2 cm (24.1""), Résolution de l'écran: 1920 x 1200 pixels, Temps de réponse: 5 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Haut-parleurs intégrés. Version du concentrateur USB: 2.0. Couleur du produit: Noir",EIZO
63338,Écrans plats de PC,"EIZO CG243W. Taille de l'écran: 61,2 cm (24.1""), Résolution de l'écran: 1920 x 1200 pixels, Temps de réponse: 5 ms, Angle de vision horizontal: 178°, Angle de vision vertical: 178°. Version du concentrateur USB: 2.0. Couleur du produit: Noir",EIZO
WPMV-PX-31,Extensions de garantie et support,"APC WPMV-PX-31. Horaire du service (heures et jours): 8x5, Type: Sur place",APC
C13T007403,Cartouches d'encre,"Epson Eagle T007403 - Parrot/ Inks Double Pack LC,LM,C,M,Y,K. Type d’encre de couleur: Encre à pigments, Type d'alimentation: Multi pack, Couleurs d'impression: Cyan, Cyan clair, Magenta clair, Magenta, Jaune, Quantité: 2 pièce(s)",Epson
C13T043240,Cartouches d'encre,"Epson Sunglasses T043 - Inks black. Type d’encre noire: Encre à pigments, Couleurs d'impression: Noir, Quantité: 1 pièce(s)",Epson
TANZO118,Sacoches d'ordinateurs portables,"Techair Z0118. Type d'étui: Sac Messenger, Taille maximale de l’écran: 43,9 cm (17.3""). Poids: 440 g",Techair
32KYO0TK16H,Cartouches de toner,"KYOCERA TK-16H. Rendement par page de toner noir: 3000 pages, Couleurs d'impression: Noir",KYOCERA
EM844AA,Écrans plats de PC,"HP 2210i. Taille de l'écran: 54,6 cm (21.5""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Temps de réponse: 5 ms, Format d'image: 16:9, Angle de vision horizontal: 170°, Angle de vision vertical: 160°. Couleur du produit: Noir",HP
TANZO125,Sacoches d'ordinateurs portables,"Techair Z0125. Type d'étui: Sac Messenger, Taille maximale de l’écran: 43,9 cm (17.3""). Poids: 430 g",Techair
WBR-6001,Routeurs sans fil,"LevelOne WBR-6001 N_Max Wireless Router. Quantité de canaux: 13 canaux. Standards réseau: IEEE 802.11b, IEEE 802.11e, IEEE 802.11g, IEEE 802.11i, IEEE 802.1x, IEEE 802.3, IEEE 802.3u, IEEE.... Algorithme de sécurité soutenu: SSID, WPA-PSK, WPA2-PSK. Protocoles de gestion: SNMP, Protocoles réseau pris en charge: PPPoE, PPTP, L2TP, DDNS, NTP, IPSec. Couleur du produit: Gris",LevelOne
0115294Z,PC/postes de travail,"HP Z600. Fréquence du processeur: 2,26 GHz, Famille de processeur: Intel® Xeon® séquence 5000, Modèle de processeur: E5520. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Professional. Type de châssis: Minitower. Type de produit: Station de travail. Poids: 19 kg",HP
60304,Consoles de jeux portables,"Nintendo DSi, White. Couleur du produit: Blanc. Poids: 214 g",Nintendo
58162,Consoles de jeux portables,"Nintendo DSi, Black. Couleur du produit: Noir. Poids: 214 g",Nintendo
PS12.1WA-3E,Filtres anti-reflets pour écran et filtres de confidentialité,"V7 PS12.1WA-3E. Compatibilité: 16:10, 261 x 164 mm",V7
60292,Consoles de jeux portables,"Nintendo DSi, Black. Couleur du produit: Noir. Poids: 214 g",Nintendo
0216B001,Calculatrices,"Canon P29-D IV. Format: Bureau, Type: Calculatrice imprimante. Chiffres: 10 chiffres, Nombre de ligne affichées: 1 lignes. Enregistrements de la mémoire: 1. Type d'impression: Ruban d'encre, Vitesse d'impression: 216 lpm. Source d'alimentation: Secteur. Couleur du produit: Blanc",Canon
LFH0660/00,Dictaphones,"Philips LFH0660/00. Temps d'enregistrement maximal: 139,5 h, Mode d'enregistrement: High Quality (HQ), Long Play (LP), Super High Quality (SHQ), Super Long Play (SLP), Standard Play..., Formats audio pris en charge: MP3, WMA. Type d'écran: LCD, Taille de l'écran: 3,81 cm (1.5""), Couleur de Backlight: Bleu. Énergie de sortie: 110 mW, Diamètre du haut-parleur: 3 cm. Interface: USB. Technologie batterie: Alcaline, Tailles de batteries compatibles: AAA, Autonomie maximum de la batterie: 50 h",Philips
33KYO0DK60,Tambours d'imprimante,"KYOCERA DK60. Type: Original, Technologie d'impression: Impression laser, Couleur du produit: Noir",KYOCERA
37KYO0OL82,Kits d'imprimantes et scanners,KYOCERA OL82. Compatibilité: Kyocera FS-C8000C,KYOCERA
SO 9005,Appareils de chauffage,Rowenta SO 9005 MINICERAM. Type: Chauffage de ventilateur électrique. Couleur du produit: Argent. Puissance: 1000 W,Rowenta
58163,Consoles de jeux portables,"Nintendo DSi, White. Couleur du produit: Blanc. Poids: 214 g",Nintendo
V11H335140LE,Vidéo-projecteurs,"Epson EB-W8D. Luminosité du projecteur: 2500 ANSI lumens, Technologie de projection: LCD, Résolution native du projecteur: WXGA (1280x800). Type de source lumineuse: Lampe, Durée de vie de la source lumineuse: 4000 h, Durée de vie de la source lumineuse (mode économique): 5000 h. Mise au point: Manuel, Longueur focale: 16.9 - 20.28 mm. Pays d'origine: Chine. Puissance évaluée de RMS: 20 W",Epson
WC952AA,PC/postes de travail,"HP Presario CQ5321FR-M. Fréquence du processeur: 1,33 GHz, Famille de processeur: Intel® Celeron® M, Modèle de processeur: 215. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur de cartes mémoires intégré. Modèle d'adaptateur graphique distinct: NVIDIA GeForce 6150 SE. Système d'exploitation installé: Windows 7 Home Premium. Type de châssis: Micro Tower. Type de produit: PC. Poids: 9,53 kg",HP
WC962AA,PC/postes de travail,"HP Pavilion p6346fr-m. Fréquence du processeur: 1,33 GHz, Famille de processeur: Intel® Celeron® M, Modèle de processeur: 215. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 640 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD±RW. Modèle d'adaptateur graphique distinct: NVIDIA GeForce 6150 SE. Système d'exploitation installé: Windows 7 Home Premium. Type de châssis: Micro Tower. Type de produit: PC. Poids: 9,6 kg",HP
920-002654,Claviers,"Logitech MK250. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Disposition des touches du clavier: QWERTY. Couleur du produit: Noir. Souris incluse",Logitech
4403B004,Caméscopes numériques,"Canon LEGRIA FS306. Total des megapixels: 0,8 MP, Type de capteur: CCD (dispositif à transfert de charge), Taille du capteur optique: 25,4 / 6 mm (1 / 6""). Zoom optique: 37x, Zoom numérique: 2000x, Longueur focale: 2.6 - 96.2 mm. Vitesse d'obturation de l'appareil photo: 1/6 - 1/2000 s. Taille de l'écran: 6,86 cm (2.7""), Écran: LCD. Retardateur automatique: 10 s, Illumination minimum: 1,1 lux",Canon
4390B005,Caméscopes numériques,"Canon LEGRIA HF R16. Total des megapixels: 2,39 MP, Type de capteur: CMOS, Taille du capteur optique: 25,4 / 5,5 mm (1 / 5.5""). Zoom optique: 20x, Zoom numérique: 400x, Longueur focale: 3 - 60 mm. Vitesse d'obturation de l'appareil photo: 1/2 - 1/20000 s. Taille de l'écran: 6,86 cm (2.7""), Écran: LCD. Retardateur automatique: 10 s, Illumination minimum: 0,4 lux",Canon
4375B004,Caméscopes numériques,"Canon LEGRIA HF S21. Total des megapixels: 8,59 MP, Type de capteur: CMOS, Taille du capteur optique: 25,4 / 2,6 mm (1 / 2.6""). Zoom optique: 10x, Zoom numérique: 200x, Longueur focale: 6.4 - 64 mm. Vitesse d'obturation de l'appareil photo: 1/2000 s. Taille de l'écran: 8,89 cm (3.5""), Écran: LCD. Viseur: 123000 pixels",Canon
NTD6LUK,Laptops,"Lenovo ThinkPad G550. Famille de processeur: Intel® Pentium® double cœur, Modèle de processeur: T4400, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go. Capacité totale de stockage: 250 Go. Modèle d'adaptateur graphique distinct: Intel® GMA 4500M. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,75 kg",Lenovo
NTD7JUK,Laptops,"Lenovo ThinkPad G550. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: T6570, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 3 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique distinct: Intel® GMA 4500MHD. Système d'exploitation installé: Windows 7 Professional. Poids: 2,75 kg",Lenovo
M33D3UK,Laptops,"Lenovo IdeaPad S10-3. Type de produit: Netbook. Famille de processeur: Intel Atom®, Fréquence du processeur: 1,66 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Système d'exploitation installé: Windows 7 Starter. Couleur du produit: Rouge. Poids: 1,25 kg",Lenovo
M244RUK,Laptops,"Lenovo IdeaPad S10-3T. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: N450, Fréquence du processeur: 1,66 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 1 Go, Type de mémoire interne: DDR2-SDRAM. Système d'exploitation installé: Windows 7 Starter. Couleur du produit: Noir. Poids: 1,55 kg",Lenovo
